# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR
3994 2.154853 4.216738 0.730269 212 208 21 0
3995 2.098692 4.279233 0.825998 198 188 15 0
3996 2.080646 4.316154 0.782534 214 204 28 0
3997 2.095303 4.319378 0.840803 157 149 12 0
3998 2.028206 4.362363 0.367295 224 221 20 0
3999 2.006718 4.377333 0.446469 228 220 15 0
4000 2.036894 4.358555 0.450015 225 219 13 0
4001 2.196627 4.163096 0.709826 211 205 21 0
4002 2.063671 4.344587 0.753325 221 214 22 0
4003 2.057276 4.352316 0.721049 229 222 20 0
4004 1.995381 4.367722 0.198622 227 222 32 0
4005 2.045259 4.327699 0.153136 223 218 28 0
4006 1.985927 4.358320 0.123579 223 218 30 0
4007 1.810283 4.486212 0.650067 220 209 31 0
4008 2.191485 4.189333 0.650773 213 207 21 0
4009 2.143202 4.245912 0.687144 216 208 13 0
4010 2.119501 4.253118 0.962779 135 132 25 0
4011 2.106709 4.229242 1.011123 122 117 15 0
4012 1.924530 4.442181 0.657962 225 213 13 0
4013 2.085866 4.441075 0.802105 185 179 33 0
4014 2.053921 4.464157 0.772748 198 191 38 0
4015 2.081770 4.518610 0.801774 192 185 34 0
4016 1.983409 4.419342 0.721598 195 188 19 0
4017 1.909289 4.476993 0.682238 219 205 34 0
4018 1.935640 4.515473 0.705574 209 199 39 0
4019 1.870286 4.518837 0.689113 221 209 37 0
4020 2.034576 4.365352 0.737100 214 204 18 0
4021 2.058173 4.342896 0.766509 202 195 16 0
4022 2.242104 4.141982 0.588896 215 211 26 0
4023 2.232615 4.138802 0.637937 212 206 22 0
4024 2.119614 4.253092 0.929222 137 130 13 0
4025 2.064586 4.336422 0.670117 224 217 13 0
4026 1.989081 4.385367 0.379800 225 222 23 0
4027 1.863890 4.444447 0.481978 226 222 27 0
4028 1.949094 4.409243 0.471155 229 221 24 0
4029 1.903163 4.425294 0.389864 226 221 31 0
4030 1.996427 4.377168 0.290466 228 222 26 0
4031 2.060230 4.342434 0.487162 224 217 13 0
4032 2.008208 4.380122 0.552716 225 219 11 0
4033 2.072411 4.330784 0.571956 221 213 14 0
4034 2.139438 4.079861 0.930625 182 177 21 0
4035 2.072804 4.331690 0.370031 223 220 19 0
4036 1.942855 4.422227 0.593723 226 220 14 0
4037 2.040005 4.348064 0.270197 226 223 22 0
4038 2.179443 4.050304 0.891178 189 186 21 0
4039 2.173361 4.031082 0.912988 181 176 12 0
4040 2.216233 3.993116 0.870831 193 190 25 0
4041 2.130872 4.280000 0.332475 221 217 21 0
4042 2.107319 4.303824 0.444378 223 217 17 0
4043 1.996357 4.520649 0.735436 201 195 35 0
4044 2.041495 4.519359 0.768086 193 187 37 0
4045 2.177901 4.077718 0.871711 197 194 29 0
4046 2.208016 4.191450 0.554241 215 210 22 0
4047 2.227465 4.182536 0.429625 217 213 18 0
4048 2.114447 4.287206 0.636621 222 214 17 0
4049 2.094998 4.274780 0.857281 163 156 6 0
4050 1.931283 4.371077 0.058269 224 218 34 0
4051 2.254190 4.042967 0.757037 208 198 23 0
4052 2.114943 4.284148 1.042597 124 119 19 0
4053 2.122681 4.287616 0.981914 139 136 31 0
4054 2.144370 4.333660 0.999708 126 124 24 0
4055 1.879270 4.429093 0.298474 224 220 27 0
4056 2.252726 4.097106 0.670274 214 208 26 0
4057 2.216668 4.106055 0.752654 210 202 29 0
4058 1.998989 4.396721 0.706358 218 209 16 0
4059 2.091155 4.306560 0.243908 223 218 28 0
4060 2.290073 4.023335 0.702524 212 202 26 0
4061 2.029923 4.371843 0.667146 227 220 18 0
4062 2.172533 4.125914 0.834904 201 197 27 0
4063 1.859969 4.440125 0.379956 223 220 29 0
4064 2.118995 4.368977 0.856575 169 165 31 0
4065 2.121339 4.431916 0.848314 171 165 27 0
4066 2.147280 4.337154 1.043739 117 114 19 0
4067 2.130776 4.346207 0.945630 147 145 32 0
4068 2.141407 4.408886 0.903464 148 143 25 0
4069 1.857764 4.383537 -0.010875 211 206 42 0
4070 1.471926 5.176432 -1.994728 1 1 0 0
4071 1.485537 5.185137 -2.060543 1 1 1 0
4072 1.437672 5.166507 -2.019649 0 2 1 0
4073 1.680230 5.020769 -1.853373 226 219 43 0
4074 1.649060 5.046483 -1.839762 224 216 43 0
4075 1.655081 5.015976 -1.780543 222 216 42 0
4076 1.355196 5.070742 -2.155463 4 5 0 0
4077 1.382139 5.100962 -2.164734 6 7 1 0
4078 1.377896 5.076807 -2.206526 6 6 0 0
4079 1.622840 5.052748 -1.803303 223 215 42 0
4080 1.616279 5.021666 -1.735919 218 211 42 0
4081 1.409927 5.130650 -2.152265 7 8 2 0
4082 1.408620 5.114625 -2.216546 9 10 2 0
4083 1.455631 5.106216 -1.824277 216 208 65 0
4084 1.424741 5.098121 -1.808662 212 207 63 0
4085 1.449044 5.092771 -1.785893 223 217 67 0
4086 1.550037 4.975718 -1.599705 227 214 50 0
4087 1.574906 5.017658 -1.691374 221 215 41 0
4088 1.526204 5.019775 -1.664989 224 217 41 0
4089 1.576823 5.148504 -1.977457 1 6 2 0
4090 1.544172 5.143215 -1.931535 3 4 8 0
4091 1.570758 5.119121 -1.930499 0 3 2 0
4092 1.633558 5.074777 -1.930969 217 216 72 0
4093 1.610737 5.106486 -1.958252 2 3 7 0
4094 1.600646 5.102957 -1.912261 198 202 82 0
4095 1.544251 5.089590 -1.796951 220 211 46 0
4096 1.551230 5.049995 -1.729863 224 213 43 0
4097 1.585946 5.056103 -1.765259 219 211 40 0
4098 1.519390 5.140522 -1.898684 60 59 13 0
4099 1.497693 5.153837 -1.900793 7 6 1 0
4100 1.504934 5.131704 -1.877275 213 213 67 0
4101 1.459030 5.153802 -1.894711 4 8 7 0
4102 1.488108 5.166559 -1.948170 8 8 6 0
4103 1.343537 5.090261 -2.104731 3 5 0 0
4104 1.542543 5.167178 -1.978912 2 7 3 0
4105 1.558175 5.178907 -2.026995 0 5 1 0
4106 1.617612 5.078689 -1.894659 225 217 44 0
4107 1.421761 4.995150 -1.620026 211 206 60 0
4108 1.460755 4.991761 -1.604367 214 207 54 0
4109 1.458977 5.019070 -1.645958 226 219 66 0
4110 1.450229 5.169644 -2.072882 1 3 0 0
4111 1.430771 5.155859 -2.107275 2 7 1 0
4112 1.389110 5.143747 -2.028877 0 2 0 0
4113 1.365165 5.122764 -2.067706 2 4 0 0
4114 1.539598 5.131277 -1.891661 197 199 72 0
4115 1.522980 5.118442 -1.858801 223 217 43 0
4116 1.505082 5.086506 -1.776683 217 210 41 0
4117 1.468580 5.070873 -1.744511 212 206 50 0
4118 1.512776 5.063710 -1.730526 221 213 42 0
4119 1.413230 5.056757 -1.739074 204 199 56 0
4120 1.438221 5.029422 -1.684055 214 209 66 0
4121 1.591906 5.094880 -1.878791 226 215 45 0
4122 1.440452 5.118546 -1.857111 177 176 70 0
4123 1.622039 5.072834 -1.857093 226 218 45 0
4124 1.576039 5.117231 -1.898963 197 193 68 0
4125 1.484866 5.123365 -1.853216 217 206 54 0
4126 1.651526 5.055528 -1.889979 228 221 42 0
4127 1.486670 5.014826 -1.639667 211 201 44 0
4128 1.499235 4.987142 -1.599339 213 206 40 0
4129 1.520148 5.187507 -2.020634 6 9 2 0
4130 1.554184 5.126223 -1.904052 89 89 35 0
4131 1.589684 5.084806 -1.829514 227 219 46 0
4132 1.485424 5.185948 -2.129591 1 1 0 0
4133 1.481886 5.040079 -1.680709 212 203 50 0
4134 1.387245 5.009380 -1.659717 202 199 58 0
4135 1.353523 5.024864 -1.716505 207 204 65 0
4136 1.386749 5.087028 -1.793491 208 208 62 0
4137 1.408551 5.114869 -1.834263 209 211 66 0
4138 1.372624 4.953777 -1.566009 193 189 53 0
4139 1.318677 4.958517 -1.627311 201 198 55 0
4140 1.310808 4.925579 -1.557478 187 184 43 0
4141 1.414145 5.119400 -1.866635 84 84 32 0
4142 1.426545 5.132898 -1.882904 6 6 6 0
4143 1.288684 4.928777 -1.590486 179 178 36 0
4144 1.307749 4.982053 -1.691383 183 180 39 0
4145 1.319714 5.018320 -1.742080 182 178 44 0
4146 1.357540 5.092021 -1.813054 200 199 59 0
4147 1.354473 5.055275 -1.769894 197 194 55 0
4148 1.384936 5.104787 -1.849260 195 197 72 0
4149 1.455013 5.161043 -1.944057 1 1 3 0
4150 1.424244 5.143267 -1.915363 3 8 1 0
4151 1.400116 5.115566 -1.889718 7 6 1 0
4152 1.258290 4.919209 -1.613613 153 151 30 0
4153 1.269531 4.947120 -1.658044 173 166 33 0
4154 1.296500 4.984999 -1.717472 189 185 51 0
4155 1.358481 5.096544 -1.848659 198 202 66 0
4156 1.424053 5.156669 -1.960038 2 4 3 0
4157 1.507932 5.108456 -1.817768 221 215 43 0
4158 1.272798 4.905999 -1.564580 171 167 31 0
4159 1.271073 4.962534 -1.698677 178 172 34 0
4160 1.335050 5.056356 -1.789867 184 182 47 0
4161 1.516950 5.159858 -1.944685 4 9 5 0
4162 1.359780 5.095960 -1.882625 119 124 60 0
4163 1.339189 5.086175 -1.857181 195 197 64 0
4164 1.339956 5.080188 -1.826822 192 193 55 0
4165 1.366550 5.125753 -1.926473 2 4 0 0
4166 1.246701 4.886899 -1.580910 156 152 27 0
4167 1.285303 4.992344 -1.742856 174 171 40 0
4168 1.309545 5.027496 -1.772535 173 170 39 0
4169 1.310555 5.047276 -1.810475 160 159 32 0
4170 1.320655 5.068703 -1.842114 188 185 52 0
4171 1.389738 5.145385 -1.978346 0 2 1 0
4172 1.305893 5.076372 -1.875680 161 164 49 0
4173 1.331076 5.087264 -1.906841 9 11 0 0
4174 1.292945 5.044026 -1.840877 174 173 47 0
4175 1.559282 5.112220 -1.866356 225 216 51 0
4176 1.340783 5.121265 -1.969946 3 5 2 0
4177 1.313126 5.091568 -1.934350 0 2 0 0
4178 1.332654 5.113013 -2.008531 0 2 0 0
4179 1.275500 5.023052 -1.812200 152 151 25 0
4180 1.282497 5.006940 -1.783523 160 155 27 0
4181 1.254186 5.040401 -1.869755 137 135 22 0
4182 1.250631 5.014748 -1.837670 141 141 27 0
4183 1.296631 5.071074 -1.912200 15 16 0 0
4184 1.293677 5.086967 -1.971636 0 2 1 0
4185 1.476396 5.101877 -1.798432 213 208 46 0
4186 1.268459 5.058256 -1.900392 125 128 51 0
4187 1.267649 5.053742 -1.937356 8 8 0 0
4188 1.466741 4.965732 -1.560563 215 209 53 0
4189 1.301232 5.082994 -2.027884 2 3 0 0
4190 1.428950 4.969261 -1.571124 212 206 56 0
4191 0.964922 4.034105 0.696006 141 146 46 0
4192 0.975658 4.070573 0.653151 141 141 43 0
4193 0.929039 4.046383 0.644717 130 132 31 0
4194 0.779336 3.971087 0.496870 106 105 13 0
4195 0.759390 3.979296 0.460385 111 108 15 0
4196 0.750397 3.944989 0.480810 109 105 16 0
4197 1.074507 4.232893 0.545780 155 153 32 0
4198 1.140113 4.240361 0.606576 157 156 29 0
4199 1.147538 4.280985 0.543976 169 168 42 0
4200 0.882795 4.042619 0.556350 125 122 29 0
4201 0.830251 4.022821 0.536866 122 122 26 0
4202 0.832264 3.981544 0.576374 117 117 19 0
4203 1.068747 3.841722 0.988519 128 125 30 0
4204 1.081217 3.885631 0.961001 128 127 34 0
4205 1.012308 3.846942 0.937143 132 131 41 0
4206 1.042205 4.073535 0.728142 151 151 51 0
4207 1.009032 4.069353 0.686125 148 148 50 0
4208 1.006348 4.051568 0.708754 148 148 50 0
4209 1.087831 4.202125 0.606350 149 146 31 0
4210 1.034450 4.181125 0.586770 144 145 43 0
4211 1.124908 3.910962 0.965071 137 134 41 0
4212 1.106016 3.932102 0.933614 138 138 42 0
4213 1.137735 3.900349 0.992781 138 135 42 0
4214 1.162185 3.934663 0.980642 129 129 31 0
4215 1.063998 4.180645 0.615673 135 136 32 0
4216 1.177731 4.234279 0.662693 141 139 16 0
4217 1.123967 4.203963 0.650102 146 143 26 0
4218 0.770727 3.948126 0.516519 117 116 24 0
4219 1.008448 4.103284 0.650450 137 134 37 0
4220 0.882778 4.013114 0.612963 123 123 27 0
4221 0.901695 3.991678 0.661883 120 120 20 0
4222 0.955180 4.084480 0.613530 132 132 34 0
4223 0.911158 3.957720 0.719202 118 114 17 0
4224 0.794759 4.002134 0.485942 116 118 19 0
4225 0.803996 3.978459 0.528457 121 120 27 0
4226 0.815054 4.010369 0.514315 126 126 30 0
4227 1.011559 4.193289 0.516075 151 152 48 0
4228 0.991073 4.022159 0.749997 141 141 41 0
4229 0.967075 3.968055 0.768435 122 122 22 0
4230 1.083160 4.183573 0.639201 146 145 37 0
4231 0.897678 4.093272 0.504843 127 122 30 0
4232 0.938685 4.113854 0.553832 138 140 41 0
4233 0.861455 4.085987 0.468837 134 131 38 0
4234 0.853883 4.121452 0.417774 144 141 38 0
4235 0.826791 4.067784 0.431176 123 123 23 0
4236 0.744150 3.769249 0.662763 111 108 27 0
4237 0.796206 3.813245 0.696694 107 104 23 0
4238 0.767433 3.822892 0.644908 111 108 27 0
4239 1.166150 4.198770 0.705251 148 146 33 0
4240 0.840376 3.947473 0.629459 120 115 24 0
4241 1.102871 4.167209 0.678195 141 140 32 0
4242 0.776722 3.923989 0.552734 111 110 18 0
4243 1.032864 4.242435 0.479782 162 160 47 0
4244 0.988336 4.212729 0.453614 148 149 47 0
4245 0.933544 3.918386 0.775066 118 115 20 0
4246 0.991325 3.946018 0.812971 133 133 35 0
4247 1.065000 4.053842 0.782726 137 135 34 0
4248 1.025754 3.996418 0.797130 127 127 27 0
4249 1.079587 4.026882 0.818862 134 133 27 0
4250 1.091490 4.285333 0.475747 172 170 49 0
4251 0.967240 4.164368 0.517905 156 154 53 0
4252 0.978176 4.186536 0.484243 143 141 40 0
4253 0.948819 4.166468 0.475094 150 146 46 0
4254 0.802881 3.782982 0.730687 110 107 28 0
4255 0.803186 3.756858 0.759033 110 107 30 0
4256 0.833998 3.797848 0.762335 116 113 32 0
4257 1.175213 4.168089 0.753613 140 137 32 0
4258 1.120760 4.110186 0.757996 142 138 38 0
4259 1.178585 4.135116 0.788006 141 139 38 0
4260 1.133892 4.151925 0.720683 160 157 54 0
4261 1.087107 4.124058 0.709172 153 154 52 0
4262 1.050126 4.147350 0.640299 144 141 44 0
4263 1.046449 4.108992 0.682299 150 148 48 0
4264 1.074629 4.134671 0.675720 137 138 36 0
4265 0.826504 4.038314 0.485873 131 131 35 0
4266 0.968486 4.187852 0.456969 150 147 44 0
4267 0.672522 3.706345 0.596364 96 91 10 0
4268 0.652428 3.726107 0.532918 96 91 10 0
4269 0.622583 3.639118 0.555548 90 87 8 0
4270 0.696407 3.783862 0.555592 101 99 16 0
4271 0.918452 4.061371 0.596399 145 142 49 0
4272 0.717433 3.653365 0.723960 96 93 16 0
4273 0.711700 3.707076 0.666100 100 95 14 0
4274 0.677010 3.624505 0.683162 96 93 16 0
4275 0.991456 4.154251 0.554459 162 160 60 0
4276 0.763782 3.727528 0.723995 111 108 29 0
4277 0.994384 4.126576 0.604711 151 148 51 0
4278 0.719917 3.778094 0.617834 104 101 20 0
4279 0.943504 4.146496 0.512284 149 149 53 0
4280 1.180415 4.026620 0.921040 128 130 29 0
4281 1.123479 4.018325 0.863459 136 133 28 0
4282 1.122468 3.979069 0.907377 140 137 40 0
4283 1.054980 3.952858 0.873088 115 120 20 0
4284 1.051180 3.987173 0.835200 134 132 32 0
4285 0.870648 3.949869 0.673063 113 108 16 0
4286 0.925702 4.134096 0.497837 146 140 46 0
4287 0.870944 3.866339 0.741963 108 107 15 0
4288 0.827454 3.892985 0.668688 104 100 9 0
4289 0.992388 3.915476 0.856793 133 133 37 0
4290 1.027958 3.901516 0.904196 129 129 33 0
4291 0.983518 4.093934 0.629633 150 147 50 0
4292 0.851896 3.829584 0.758449 108 105 24 0
4293 0.827332 3.823388 0.730966 112 109 28 0
4294 0.738163 3.908208 0.506908 118 117 27 0
4295 0.904396 4.145067 0.450146 135 129 31 0
4296 1.107515 3.874225 1.002139 130 129 36 0
4297 0.862178 4.054870 0.513853 130 127 34 0
4298 0.659303 3.784777 0.488748 101 99 16 0
4299 0.819602 4.037164 0.447968 123 123 27 0
4300 0.802489 4.035038 0.420432 130 130 32 0
4301 0.805504 4.017096 0.453283 110 110 12 0
4302 1.002061 4.044396 0.723916 136 136 38 0
4303 0.776426 4.017950 0.423499 119 121 22 0
4304 0.721834 3.851516 0.526706 110 108 23 0
4305 0.768139 3.865807 0.598760 118 116 31 0
4306 0.834520 3.763019 0.795160 108 105 26 0
4307 0.799378 3.709150 0.794995 106 103 22 0
4308 0.776478 4.003276 0.445667 126 128 29 0
4309 0.873619 3.816984 0.810453 113 111 28 0
4310 0.920622 3.870321 0.807159 117 116 23 0
4311 0.927235 3.836938 0.859364 110 108 21 0
4312 0.954536 3.905638 0.820613 131 128 33 0
4313 0.966413 3.871950 0.865881 123 123 27 0
4314 0.961725 3.829078 0.901538 119 115 28 0
4315 0.855974 3.734734 0.847243 110 107 28 0
4316 1.139390 4.079138 0.814374 138 135 28 0
4317 0.978438 3.795504 0.937544 122 120 33 0
4318 0.921894 3.772709 0.901843 114 109 28 0
4319 1.156826 3.974442 0.947268 130 126 27 0
4320 0.803229 3.929792 0.589863 119 112 22 0
4321 -2.702436 0.167279 1.326397 183 173 42 0
4322 -2.660227 0.186501 1.333629 214 205 52 0
4323 -2.705268 0.182450 1.284039 206 194 60 0
4324 -2.526697 0.162068 1.565294 185 179 145 0
4325 -2.564288 0.144527 1.526318 175 172 137 0
4326 -2.350538 0.180689 1.575350 182 179 136 0
4327 -2.795613 0.136022 1.264642 139 131 32 0
4328 -2.771127 0.132049 1.317570 133 131 74 0
4329 -2.758823 0.151733 1.310930 148 138 49 0
4330 -2.501095 0.238471 1.099298 223 210 54 0
4331 -2.531463 0.229452 1.176084 225 215 56 0
4332 -2.435725 0.246818 1.171962 219 208 54 0
4333 -2.474806 0.238584 1.247067 227 216 64 0
4334 -2.348003 0.217313 1.686259 179 168 50 0
4335 -2.303162 0.245076 1.711643 188 180 56 0
4336 -2.318210 0.243847 1.668231 207 200 58 0
4337 -2.584286 0.174320 1.462951 158 148 25 0
4338 -2.574596 0.159950 1.506459 129 122 52 0
4339 -2.523647 0.174738 1.527694 143 132 24 0
4340 -2.978228 0.136798 1.012256 169 159 38 0
4341 -2.986724 0.156953 0.970909 192 184 51 0
4342 -3.018538 0.131796 0.979710 155 149 27 0
4343 -2.883649 0.133539 1.137299 156 147 28 0
4344 -2.945909 0.122438 1.093930 141 133 32 0
4345 -2.920412 0.121767 1.137839 127 124 45 0
4346 -2.846057 0.134471 1.186140 154 147 30 0
4347 -2.881845 0.123004 1.174071 126 123 44 0
4348 -2.381420 0.095303 1.023802 187 185 146 0
4349 -2.693487 0.098954 1.252155 182 179 138 0
4350 -3.049856 0.118429 0.983204 141 135 47 0
4351 -3.005511 0.117227 1.016421 150 142 33 0
4352 -2.627707 0.129243 1.481476 175 176 144 0
4353 -2.928786 0.178049 0.961707 225 215 55 0
4354 -3.000257 0.178938 0.884416 216 205 55 0
4355 -2.646267 0.169518 1.407226 159 151 16 0
4356 -2.692973 0.162992 1.385119 170 162 64 0
4357 -2.669734 0.151899 1.422989 148 142 58 0
4358 -2.622331 0.152064 1.464668 126 123 70 0
4359 -2.474928 0.170189 1.604446 171 166 137 0
4360 -2.937997 0.149337 1.023000 187 177 43 0
4361 -2.956217 0.156465 0.996876 197 188 47 0
4362 -3.007812 0.114125 1.038136 137 130 42 0
4363 -3.089660 0.094597 0.966352 163 159 122 0
4364 -2.976529 0.113907 1.087421 139 137 80 0
4365 -2.799456 0.121601 1.302059 185 180 138 0
4366 -2.834058 0.122507 1.232872 123 118 37 0
4367 -2.890811 0.099468 1.177931 168 162 126 0
4368 -3.024289 0.150627 0.935688 175 167 40 0
4369 -2.688451 0.164839 1.358725 205 197 64 0
4370 -2.515682 0.207720 1.473983 198 186 40 0
4371 -2.588155 0.193516 1.401013 210 193 41 0
4372 -2.735357 0.165344 1.291193 200 187 59 0
4373 -2.742921 0.173561 1.230049 214 208 58 0
4374 -2.775894 0.153058 1.249350 195 182 54 0
4375 -2.676339 0.198762 1.215679 233 223 64 0
4376 -2.748864 0.184985 1.168529 223 213 53 0
4377 -2.955633 0.132546 1.053856 164 156 32 0
4378 -2.711760 0.123422 1.356555 181 178 147 0
4379 -2.476035 0.231473 1.433010 222 208 50 0
4380 -2.446085 0.233939 1.495802 212 202 43 0
4381 -2.472619 0.188148 1.573102 146 141 37 0
4382 -2.442861 0.193045 1.610598 145 136 33 0
4383 -3.058927 0.128520 0.934041 160 153 39 0
4384 -2.716570 0.159985 1.344086 138 126 28 0
4385 -1.473695 0.456176 1.889901 187 184 133 0
4386 -1.942646 0.322672 1.931030 182 177 137 0
4387 -1.693318 0.324476 1.591445 183 179 141 0
4388 -1.403183 0.309837 0.977218 191 188 153 0
4389 -1.888106 0.224040 0.489620 203 199 135 0
4390 -1.441001 0.294919 0.582021 199 197 148 0
4391 -2.750206 0.258268 0.732011 224 212 50 0
4392 -2.841413 0.236266 0.773228 220 208 46 0
4393 -2.787405 0.237826 0.829405 226 214 50 0
4394 -2.907176 0.156709 1.058256 199 188 46 0
4395 -2.398734 0.241207 1.545322 209 200 43 0
4396 -2.353179 0.264351 1.478087 224 214 57 0
4397 -2.386126 0.216808 1.627764 186 176 52 0
4398 -2.374275 0.240588 1.592508 197 191 41 0
4399 -2.414742 0.219727 1.576100 188 179 42 0
4400 -2.817424 0.205768 0.993783 231 219 55 0
4401 -2.861882 0.178816 1.043739 225 213 51 0
4402 -2.811063 0.184009 1.089234 228 216 54 0
4403 -2.881915 0.077649 1.017275 182 180 139 0
4404 -2.814226 0.138584 1.219548 156 147 26 0
4405 -2.810252 0.159036 1.166508 207 195 47 0
4406 -2.360219 0.198291 1.710588 140 135 69 0
4407 -2.310647 0.226402 1.734612 157 150 46 0
4408 -2.283190 0.237320 1.769633 145 141 34 0
4409 -2.324057 0.207981 1.748650 137 132 41 0
4410 -2.873454 0.189429 0.989609 226 214 52 0
4411 -2.896484 0.170878 1.014887 220 212 52 0
4412 -2.362171 0.178302 1.706850 159 155 108 0
4413 -2.397393 0.172568 1.685388 167 163 116 0
4414 -2.411648 0.199293 1.658114 152 146 60 0
4415 -2.535193 0.220058 1.370210 217 208 51 0
4416 -2.528195 0.212007 1.425377 213 199 41 0
4417 -1.782015 0.412921 2.122002 178 175 130 0
4418 -2.446399 0.244753 1.352887 224 213 59 0
4419 -2.861472 0.160369 1.098819 197 188 47 0
4420 -2.910696 0.135761 1.091717 163 156 26 0
4421 -2.607813 0.205262 1.323853 217 207 50 0
4422 -2.561561 0.219544 1.266429 226 216 59 0
4423 -2.437127 0.200496 1.586103 168 159 40 0
4424 -2.148875 0.258626 1.899861 163 161 123 0
4425 -2.463722 0.211275 1.541759 179 172 32 0
4426 -2.716117 0.148779 1.386775 136 132 85 0
4427 -2.870552 0.205323 0.923393 230 218 54 0
4428 -2.861533 0.219056 0.841169 227 215 53 0
4429 -2.815768 0.221470 0.904196 229 217 53 0
4430 -2.527803 0.301846 0.655269 213 202 50 0
4431 -2.621930 0.305044 0.577333 211 199 39 0
4432 -2.669437 0.282414 0.644690 217 208 45 0
4433 -2.932725 0.203206 0.859651 227 215 55 0
4434 -2.573333 0.228336 1.099769 223 213 54 0
4435 -2.519569 0.246391 0.987012 219 209 49 0
4436 -2.347114 0.203005 1.721977 155 151 103 0
4437 -2.291729 0.230593 1.784490 174 169 105 0
4438 -2.648524 0.223274 1.060905 229 217 55 0
4439 -2.638547 0.241520 0.933797 226 214 54 0
4440 -2.736429 0.228615 0.947878 229 216 58 0
4441 -2.238801 0.223796 1.840128 161 157 119 0
4442 -2.683911 0.120163 1.407400 180 176 147 0
4443 -2.700955 0.160926 1.343232 174 163 47 0
